"","LOINC_NUM","COMPONENT","SYSTEM","LONG_COMMON_NAME","RELATEDNAMES2"
"13977","56480-7","Taenia solium Larve Ak","Zerebrospinalflüssigkeit","Taenia solium Larve Antikörper [Nachweis] in Zerebrospinalflüssigkeit mit Immunoassay",""
"13978","56533-3","Insulin Ak.IgG","Serum","Insulin IgG-Antikörper [Einheiten/Volumen] in Serum",""
"13979","56537-4","Gewebetransglutaminase Ak.IgG","Serum","Gewebetransglutaminase IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","Transglutaminase"
"13980","56540-8","Glutamat-Decarboxylase 65 Ak","Serum","Glutamat-Decarboxylase 65 Antikörper [Einheiten/Volumen] in Serum mit Immunoassay",""
"13981","56555-6","11-Desoxycorticosteron^Basislinie","Serum oder Plasma","11-Desoxycorticosteron [Masse/Volumen] in Serum oder Plasma --Basislinie",""
"13982","56496-3","Prolaktin^2 Stunden nach XXX Stimulation","Serum oder Plasma","Prolaktin [Einheiten/Volumen] in Serum oder Plasma --2 Stunden nach XXX Stimulation","Prolactin"
"13983","56499-7","Somatotropin^45 Minuten nach XXX Stimulation","Serum oder Plasma","Somatotropin [Masse/Volumen] in Serum oder Plasma --45 Minuten nach XXX Stimulation","Somatotropes Hormon; humanes Growth Hormon; STH; hGH"
"13984","56514-3","Legionella pneumophila Ak.IgG","Serum","Legionella pneumophila IgG-Antikörper [Nachweis] in Serum mit Immunfluoreszenztest",""
"13985","56515-0","Plasmodium falciparum Ak.IgG","Serum","Plasmodium falciparum IgG-Antikörper [Nachweis] in Serum mit Immunfluoreszenztest",""
"13986","56520-0","11-Desoxycortisol^45 Minuten nach XXX Stimulation","Serum oder Plasma","11-Desoxycortisol [Masse/Volumen] in Serum oder Plasma --45 Minuten nach XXX Stimulation",""
"13987","56523-4","Insulin-ähnlicher Wachstumsfaktor I^15 Minuten nach XXX Stimulation","Serum oder Plasma","Insulin-ähnlicher Wachstumsfaktor I [Masse/Volumen] in Serum oder Plasma --15 Minuten nach XXX Stimulation","IGF1; IGF-I; IGF-1"
"13988","56527-5","Vasopressin^1 Stunde nach XXX Stimulation","Plasma","Vasopressin [Masse/Volumen] in Plasma --1 Stunde nach XXX Stimulation","ADH; Antidiuretisches Hormon"
"13989","56558-0","Aldosteron^10 Minuten nach XXX Stimulation","Serum oder Plasma","Aldosteron [Masse/Volumen] in Serum oder Plasma --10 Minuten nach XXX Stimulation",""
"13990","56574-7","Renin^1 Stunde nach XXX Stimulation","Plasma","Renin [Enzymaktivität/Volumen] in Plasma --1 Stunde nach XXX Stimulation",""
"13991","57378-2","Porphyrine/Creatinin","Urin","Porphyrine/Creatinin [Molverhältnis] in Urin",""
"13992","57386-5","Harnsäure","Urin","Harnsäure [Masse/Volumen] in 2-Stunden-Urin",""
"13993","57389-9","Harnstoff","Urin","Harnstoff [Masse/Volumen] in 12-Stunden-Urin",""
"13994","5739-8","Strychnin","Urin","Strychnin [Nachweis] in Urin",""
"13995","5750-5","Toluol","Serum oder Plasma","Toluol [Masse/Volumen] in Serum oder Plasma",""
"13996","5764-6","Zink","Urin","Zink [Masse/Volumen] in Urin",""
"13997","57664-5","Lactatdehydrogenase","Sperma","Lactatdehydrogenase [Enzymaktivität/Volumen] in Sperma","LDH"
"13998","57678-5","Mycoplasma pneumoniae Ak.IgG^2. Probenmaterial","Serum","Mycoplasma pneumoniae IgG-Antikörper [Nachweis] in Serum mit Immunoassay --2. Probenmaterial",""
"13999","57694-2","Cortisol^7. Probenmaterial","Speichel","Cortisol [Masse/Volumen] in Speichel --7. Probenmaterial","Kortisol"
"14000","5769-5","Bakterien","Urinsediment","Bakterien [#/Fläche] in Urinsediment mit Lichtmikroskopie, hohe Vergrösserung",""
"14001","57747-8","Erythrozyten","Urin","Erythrozyten [#/Volumen] in Urin mit automatisiertem Teststreifen",""
"14002","56556-4","11-Desoxycorticosteron^30 Minuten nach XXX Stimulation","Serum oder Plasma","11-Desoxycorticosteron [Masse/Volumen] in Serum oder Plasma --30 Minuten nach XXX Stimulation",""
"14003","56589-5","Dehydroepiandrosteron (DHEA)^1,5 Stunden nach XXX Stimulation","Serum oder Plasma","Dehydroepiandrosteron (DHEA) [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach XXX Stimulation",""
"14004","56593-7","Follitropin^3 Stunden nach XXX Stimulation","Serum oder Plasma","Follitropin [Einheiten/Volumen] in Serum oder Plasma --3 Stunden nach XXX Stimulation","FSH; follitropes Hormon"
"14005","56605-9","11-Desoxycorticosteron^4. Probenmaterial nach XXX Stimulation","Serum oder Plasma","11-Desoxycorticosteron [Masse/Volumen] in Serum oder Plasma --4. Probenmaterial nach XXX Stimulation",""
"14006","56611-7","11-Desoxycorticosteron^1,5 Stunden nach XXX Stimulation","Serum oder Plasma","11-Desoxycorticosteron [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach XXX Stimulation",""
"14007","56613-3","11-Desoxycorticosteron^2,5 Stunden nach XXX Stimulation","Serum oder Plasma","11-Desoxycorticosteron [Masse/Volumen] in Serum oder Plasma --2,5 Stunden nach XXX Stimulation",""
"14008","56643-0","Aspargin/Creatinin","Urin","Aspargin/Creatinin [Verhältnis] in 24-Stunden-Urin",""
"14009","56655-4","Bromid/Creatinin","Urin","Bromid/Creatinin [Verhältnis] in Urin",""
"14010","56673-7","Beta-Aminoisobutyrat/Creatinin","Urin","Beta-Aminoisobutyrat/Creatinin [Verhältnis] in 24-Stunden-Urin",""
"14011","56700-8","Naproxen Ak.IgE","Serum","Naproxen IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14012","56716-4","Kernporenprotein gp210 Ak","Serum","Kernporenprotein gp210 Antikörper [Nachweis] in Serum mit Immunoblot",""
"14013","56729-7","Cladosporium cladosporioides Ak.IgE","Serum","Cladosporium cladosporioides IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14014","56734-7","Zentromerprotein B Ak","Serum","Zentromerprotein B Antikörper [Nachweis] in Serum mit Immunoblot","CENP"
"14015","56735-4","Mitochondrien M2 Ak","Serum","Mitochondrien M2 Antikörper [Nachweis] in Serum mit Immunoblot",""
"14016","5677-0","Blei","Urin","Blei [Masse/Zeit] in 24-Stunden-Urin",""
"14017","5678-8","Lysergsäurediethylamid","Serum oder Plasma","Lysergsäurediethylamid [Masse/Volumen] in Serum oder Plasma mit Radioimmunoassay",""
"14018","56888-1","HIV 1+2 Ak+HIV-1 p24 Ag","Serum oder Plasma","HIV 1+2 Antikörper+HIV-1 p24 Antigen [Nachweis] in Serum oder Plasma mit Immunoassay","HIV-1/2-Suchtest; Combo-HIV"
"14019","5691-1","Methanol","Exhalat","Methanol [Nachweis] in Exhalat",""
"14020","56921-0","Entamoeba histolytica Ak","Serum","Entamoeba histolytica Antikörper [Nachweis] in Serum mit Immunfluoreszenztest",""
"14021","56575-4","17-Hydroxyprogesteron^15 Minuten nach XXX Stimulation","Serum oder Plasma","17-Hydroxyprogesteron [Masse/Volumen] in Serum oder Plasma --15 Minuten nach XXX Stimulation","17-OH-Progesteron; 17-alpha-OH-Progesteron"
"14022","5658-0","Gold","Haar","Gold [Masse/Masse] in Haar",""
"14023","5659-8","Gold","Serum oder Plasma","Gold [Masse/Volumen] in Serum oder Plasma",""
"14024","56614-1","17-Hydroxyprogesteron^10 Minuten nach XXX Stimulation","Serum oder Plasma","17-Hydroxyprogesteron [Masse/Volumen] in Serum oder Plasma --10 Minuten nach XXX Stimulation","17-OH-Progesteron; 17-alpha-OH-Progesteron"
"14025","56635-6","Thyreoglobulin Ak.IgG","Serum","Thyreoglobulin IgG-Antikörper [Einheiten/Volumen] in Serum","hTG"
"14026","56689-3","Isoleucin/Creatinin","Urin","Isoleucin/Creatinin [Verhältnis] in 24-Stunden-Urin",""
"14027","56719-8","Leberzytosol Ak","Serum","Leberzytosol Antikörper [Nachweis] in Serum mit Immunoblot",""
"14028","56731-3","Jo-1 extrahierbarer nukleärer Ak","Serum","Jo-1 extrahierbarer nukleärer Antikörper [Nachweis] in Serum mit Immunoblot","Jo-1"
"14029","56743-8","Mi-2 Ak","Serum","Mi-2 Antikörper [Nachweis] in Serum mit Immunoblot",""
"14030","5674-7","Blei","Erythrozyten","Blei [Masse/Volumen] in Erythrozyten","RBC"
"14031","56760-2","Leber-Nieren-Mikrosomen Ak","Serum","Leber-Nieren-Mikrosomen Antikörper [Nachweis] in Serum mit Immunoblot",""
"14032","5702-6","Nickel","Serum oder Plasma","Nickel [Masse/Volumen] in Serum oder Plasma",""
"14033","5703-4","Nickel","Stuhl","Nickel [Masse/Zeit] in 24-Stunden-Stuhl",""
"14034","57100-0","Follitropin^30 Minuten nach Dosis Gonadotropin-Releasing-Hormon","Serum oder Plasma","Follitropin [Einheiten/Volumen] in Serum oder Plasma --30 Minuten nach Dosis Gonadotropin-Releasing-Hormon","FSH; follitropes Hormon"
"14035","57327-9","Influenza-Virus A Ak.IgM^2. Probenmaterial","Serum","Influenza-Virus A IgM-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay --2. Probenmaterial",""
"14036","57332-9","Harnsäure","Urin","Harnsäure [Masse/Volumen] in 12-Stunden-Urin",""
"14037","57338-6","Citrat","Urin","Citrat [Masse/Volumen] in 2-Stunden-Urin",""
"14038","57364-2","Lactat^1 Stunde nach XXX Stimulation","Serum oder Plasma","Lactat [Masse/Volumen] in Serum oder Plasma --1 Stunde nach XXX Stimulation","Laktat"
"14039","5741-4","Strychnin","Urin","Strychnin [Masse/Zeit] in 24-Stunden-Urin",""
"14040","57428-5","Zellen.FMC7/100 Zellen","Körperflüssigkeit","FMC7-Zellen/100 Zellen in Körperflüssigkeit",""
"14041","57432-7","Zellen.CD19+Kappa+/100 Zellen","Körperflüssigkeit","CD19+Kappa+-Zellen/100 Zellen in Körperflüssigkeit",""
"14042","5744-8","Thallium","Serum oder Plasma","Thallium [Masse/Volumen] in Serum oder Plasma",""
"14043","57023-4","Automatisiertes Differentialblutbild ohne kleines Blutbild (Liste)","Blut","Automatisiertes Differentialblutbild ohne kleines Blutbild (Liste) - Blut",""
"14044","57533-2","17-Hydroxyprogesteron^10. Probenmaterial nach XXX Stimulation","Serum oder Plasma","17-Hydroxyprogesteron [Masse/Volumen] in Serum oder Plasma --10. Probenmaterial nach XXX Stimulation","17-OH-Progesteron; 17-alpha-OH-Progesteron"
"14045","5762-0","Zink","Sperma","Zink [Masse/Volumen] in Sperma",""
"14046","5767-9","Aussehen","Urin","Aussehen von Urin",""
"14047","57726-2","Creatinin","Peritonealdialysat","Creatinin [Masse/Volumen] in 24-Stunden-Peritonealdialysat",""
"14048","57735-3","Protein","Urin","Protein [Nachweis] in Urin mit automatisiertem Teststreifen","Eiweiß; Gesamteiweiß; Gesamt-Eiweiß"
"14049","57745-2","Nebennieren Ak","Serum","Nebennieren Antikörper [Nachweis] in Serum mit Immunfluoreszenztest",""
"14050","57746-0","Gamma-Hydroxybutyrat","Urin","Gamma-Hydroxybutyrat [Nachweis] in Urin mit Bestätigungstest",""
"14051","57751-0","Hämoglobin","Urin","Hämoglobin [Nachweis] in Urin mit automatisiertem Teststreifen",""
"14052","577-7","Pilz identifiziert","Sputum","Pilz identifiziert in Sputum mit Kultur",""
"14053","57782-5","Manuelles Differentialblutbild (Liste)","Blut","Manuelles Differentialblutbild (Liste) - Blut",""
"14054","5782-8","Kristalle","Urinsediment","Kristalle [Typ] in Urinsediment mit Lichtmikroskopie",""
"14055","572-8","Pilz identifiziert","Knochenmark","Pilz identifiziert in Knochenmark mit Kultur",""
"14056","5728-1","Silizium","Blut","Silizium [Masse/Volumen] in Blut",""
"14057","57300-6","6-Monoacetylmorphin","Speichel","6-Monoacetylmorphin [Masse/Volumen] in Speichel",""
"14058","5734-9","Silber","Serum oder Plasma","Silber [Masse/Volumen] in Serum oder Plasma",""
"14059","57371-7","Enolase.neuronenspezifisch","Serum oder Plasma","Enolase.neuronenspezifisch [Masse/Volumen] in Serum oder Plasma mit Immunoassay","Neuronenspezifische Enolase; NSE"
"14060","5738-0","Strychnin","Serum oder Plasma","Strychnin [Masse/Volumen] in Serum oder Plasma",""
"14061","5740-6","Strychnin","Urin","Strychnin [Masse/Volumen] in Urin",""
"14062","57414-5","Retikulin Ak","Serum","Retikulin Antikörper [Nachweis] in Serum mit Immunfluoreszenztest",""
"14063","57421-0","Zellen.CD34/100 Zellen","Körperflüssigkeit","CD34-Zellen/100 Zellen in Körperflüssigkeit",""
"14064","5743-0","Thallium","Blut","Thallium [Masse/Volumen] in Blut",""
"14065","594-2","Leptospira sp identifiziert","XXX","Leptospira sp identifiziert in Probenmaterial mit erregerspezifischer Kultur",""
"14066","5942-8","Gerinnungszeit Reptilase-induziert","Thrombozytenarmes Plasma^Kontrolle","Reptilasezeit in thrombozytenarmem Kontroll-Plasma mit Gerinnungstest","RZ; Batroxobinzeit"
"14067","5946-9","Gerinnungzeit Oberflächen-induziert.Faktorsubstitution^sofort nach Zugabe von normalem Plasma","Thrombozytenarmes Plasma","aPTT.Faktorsubstitution in thrombozytenarmem Plasma mit Gerinnungstest --sofort nach Zugabe von normalem Plasma","Koagulation Oberflächen-induziert.Faktorsubstitution"
"14068","59570-2","Harnstoff-Stickstoff","Blut","Harnstoff-Stickstoff [Mol/Volumen] in Blut",""
"14069","5975-8","Plasminogenaktivator-Inhibitor 1 Ag","Thrombozytenarmes Plasma","Plasminogenaktivator-Inhibitor 1 Antigen [Einheiten/Volumen] in thrombozytenarmem Plasma mit Immunoassay",""
"14070","59826-8","Creatinin","Blut","Creatinin [Mol/Volumen] in Blut",""
"14071","5986-5","Plasminogenaktivator gewebespezifisch","Thrombozytenarmes Plasma","Plasminogenaktivator gewebespezifisch [Einheiten/Volumen] in thrombozytenarmem Plasma mit chromogener Methode",""
"14072","56713-1","Hundeschuppen+Hundeepithel Ak.IgE","Serum","Hundeschuppen+Hundeepithel IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14073","5673-9","Blei","Haar","Blei [Masse/Masse] in Haar",""
"14074","5676-2","Blei","Urin","Blei [Masse/Volumen] in Urin",""
"14075","56771-9","Eosinophile/100 Leukozyten","Bronchialtrakt","Eosinophile/100 Leukozyten in Probenmaterial aus dem Bronchialtrakt mit Durchflusszytometrie",""
"14076","5680-4","Malathion","Serum oder Plasma","Malathion [Masse/Volumen] in Serum oder Plasma",""
"14077","56887-3","Myoglobin","Serum oder Plasma","Myoglobin [Mol/Volumen] in Serum oder Plasma",""
"14078","56912-9","Cholesterol","Perikardflüssigkeit","Cholesterol [Masse/Volumen] in Perikardflüssigkeit","Cholesterin"
"14079","56918-6","Coxiella burnetii Ak.IgM^1. Probenmaterial","Serum","Coxiella burnetii IgM-Antikörper [Titer] in Serum mit Immunfluoreszenztest --1. Probenmaterial",""
"14080","56946-7","Insulin^2 Tage nach XXX Stimulation","Serum oder Plasma","Insulin [Einheiten/Volumen] in Serum oder Plasma --2 Tage nach XXX Stimulation",""
"14081","5696-0","Molybdän","Blut","Molybdän [Masse/Volumen] in Blut",""
"14082","56984-8","Taenia solium Larve Ak","Serum","Taenia solium Larve Antikörper [Nachweis] in Serum mit Immunoassay",""
"14083","59894-6","Dextromethorphan","Serum oder Plasma","Dextromethorphan [Mol/Volumen] in Serum oder Plasma",""
"14084","6019-4","Prunus dulcis Ak.IgE","Serum","Prunus dulcis IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14085","60017-1","Lactatdehydrogenase","Körperflüssigkeit","Lactatdehydrogenase [Enzymaktivität/Volumen] in Körperflüssigkeit mit Pyruvat zu Lactat-Reaktion","LDH"
"14086","60018-9","Lactatdehydrogenase","Perikardflüssigkeit","Lactatdehydrogenase [Enzymaktivität/Volumen] in Perikardflüssigkeit mit Pyruvat zu Lactat-Reaktion","LDH"
"14087","60021-3","Lactatdehydrogenase","Pleuraflüssigkeit","Lactatdehydrogenase [Enzymaktivität/Volumen] in Pleuraflüssigkeit mit Pyruvat zu Lactat-Reaktion","LDH"
"14088","60023-9","Lactatdehydrogenase","Zerebrospinalflüssigkeit","Lactatdehydrogenase [Enzymaktivität/Volumen] in Zerebrospinalflüssigkeit mit Pyruvat zu Lactat-Reaktion","LDH"
"14089","600-7","Bakterien identifiziert","Blut","Bakterien identifiziert in Blut mit Kultur",""
"14090","6007-9","Protein C","Thrombozytenarmes Plasma","Protein C [Einheiten/Volumen] in thrombozytenarmem Plasma mit Gerinnungstest",""
"14091","6012-9","von Willebrand-Faktor Ag","Thrombozytenarmes Plasma","von Willebrand-Faktor (vWF) Antigen [Einheiten/Volumen] in thrombozytenarmem Plasma mit Immunoassay",""
"14092","6013-7","von Willebrand-Faktor Multimere","Thrombozytenarmes Plasma","von Willebrand-Faktor (vWF) Multimere in thrombozytenarmem Plasma mit Immunoblot",""
"14093","5964-2","Gerinnungzeit Gewebefaktor-induziert","Blut","Prothrombinzeit (PT) in Blut mit Gerinnungstest","Koagulation Gewebefaktor-induziert"
"14094","5965-9","Plasmininhibitor","Thrombozytenarmes Plasma","Plasmininhibitor [Einheiten/Volumen] in thrombozytenarmem Plasma mit chromogener Methode",""
"14095","5971-7","Plasminogenaktivator gewebespezifisch Ag","Thrombozytenarmes Plasma","Plasminogenaktivator gewebespezifisch Antigen [Masse/Volumen] in thrombozytenarmem Plasma mit Immunoassay",""
"14096","5980-8","Plasminogenaktivator-Inhibitor Ag","Thrombozytenarmes Plasma","Plasminogenaktivator-Inhibitor Antigen [Masse/Volumen] in thrombozytenarmem Plasma mit Immunoassay",""
"14097","59828-4","Bilirubin","Blut venös","Bilirubin.gesamt [Masse/Volumen] in venösem Blut",""
"14098","5995-6","Thrombozytenaggregation.Kollagen-induziert","Thrombozytenreiches Plasma","Thrombozytenaggregation.Kollagen-induziert in thrombozytenreichem Plasma",""
"14099","59968-8","Strychnin","Serum oder Plasma","Strychnin [Mol/Volumen] in Serum oder Plasma",""
"14100","6003-8","Thrombozytenfaktor 4 Ag","Thrombozytenarmes Plasma","Thrombozytenfaktor 4 Antigen [Masse/Volumen] in thrombozytenarmem Plasma mit Immunoassay",""
"14101","6014-5","von Willebrand-Faktor.Ristocetin Cofaktor-Aktivität aktuell/normal","Thrombozytenarmes Plasma","von Willebrand-Faktor (vWF) Ristocetin Cofaktor aktuell/normal in thrombozytenarmem Plasma mit Thrombozytenaggregation",""
"14102","57322-0","Varicella-Zoster-Virus Ak.IgM^1. Probenmaterial","Serum","Varicella-Zoster-Virus IgM-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay --1. Probenmaterial","Human alphaherpesvirus 3; VZV"
"14103","5732-3","Silber","Blut","Silber [Masse/Volumen] in Blut",""
"14104","57335-2","Calcium","Urin","Calcium [Masse/Volumen] in 12-Stunden-Urin","Ca; Kalzium"
"14105","57337-8","Citrat","Urin","Citrat [Masse/Volumen] in 12-Stunden-Urin",""
"14106","57346-9","Creatinin","Urin","Creatinin [Masse/Volumen] in 12-Stunden-Urin",""
"14107","57416-0","Thyreotropin-Rezeptor Ak","Serum","Thyreotropin-Rezeptor Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","TSH-Rezeptor"
"14108","6016-0","Corticotropin Ak.IgE","Serum","Corticotropin IgE-Antikörper [Einheiten/Volumen] in Serum","Adrenocorticotropes Hormon; ACTH"
"14109","6020-2","Alternaria alternata Ak.IgE","Serum","Alternaria alternata IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14110","6037-6","Hordeum vulgare Ak.IgE","Serum","Hordeum vulgare IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14111","6039-2","Rindfleisch Ak.IgE","Serum","Rindfleisch IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14112","6041-8","Cynodon dactylon Ak.IgE","Serum","Cynodon dactylon IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14113","60463-7","Insulin Ak","Serum","Insulin Antikörper [Mol/Volumen] in Serum",""
"14114","60474-4","Retikulozyten","Blut","Retikulozyten [#/Volumen] in Blut mit automatisierter Zählung",""
"14115","604-9","Bakterien identifiziert","Bronchialtrakt","Bakterien identifiziert in Probenmaterial aus dem Bronchialtrakt mit aerober Kultur",""
"14116","6050-9","Bertholletia excelsa Ak.IgE","Serum","Bertholletia excelsa IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14117","6051-7","Bierhefe Ak.IgE","Serum","Bierhefe IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14118","6056-6","Bombus terrestris Ak.IgE","Serum","Bombus terrestris IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14119","6057-4","Matricaria chamomilla Ak.IgE","Serum","Matricaria chamomilla IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14120","60591-5","Patientenkurzakte","^Patient","Patientenkurzakte - Dokument",""
"14121","60593-1","Abgegebene Medikation.erweitert","^Patient","Abgegebene Medikation.erweitert - Dokument",""
"14122","6078-0","Blatella germanica Ak.IgE","Serum","Blatella germanica IgE-Antikörper [Einheiten/Volumen] in Serum",""
"14123","6080-6","Theobroma cacao Ak.IgE","Serum","Theobroma cacao IgE-Antikörper [Einheiten/Volumen] in Serum",""
